average_monthly_cost_$,average_yearly_temperature,internet_speed_mbps,safety_index,Healthcare Index
0.3276234558496407,0.32362459546925565,0.5403098509207833,0.5101936799184504,0.7424968071519795
0.09603975330160221,0.34304207119741104,0.3534249244860178,0.738532110091743,0.8156130268199233
0.3201403828456855,0.3365695792880259,0.512043262204034,0.7110091743119265,0.8202426564495529
0.07530532583324698,0.86084142394822,0.07588424437299035,0.23445463812436285,0.24680715197956576
0.05140032421825008,0.8867313915857605,0.38705057000876936,0.4862385321100917,0.7424968071519795
0.17952290553182154,0.8640776699029125,0.04475299619994154,0.4067278287461773,0.3524904214559386
0.17514870160341767,0.7184466019417475,0.4678456591639872,0.5764525993883791,0.4511494252873563
0.07223683168075472,0.7605177993527508,0.0474422683425899,0.4174311926605504,0.365581098339719
0.044675233260404526,0.8155339805825241,0.142443729903537,0.46941896024464824,0.6596424010217115
0.07520330802611803,0.4110032362459547,0.2360128617363344,0.4174311926605504,0.7747445721583652
0.026250556107430816,0.488673139158576,0.42288804443145284,0.5565749235474006,0.4511494252873563
0.9999999999999999,0.56957928802589,0.10603137484166422,0.8776758409785932,0.816411238825032
0.02938380249501789,0.0,0.21256942414498686,0.43730886850152895,0.44332694763729247
0.0873932349911937,0.627831715210356,0.2734580532008185,0.6926605504587154,0.2744252873563218
0.03769475186943512,0.6407766990291262,0.09687225957322419,0.5030581039755352,0.36733716475095785
0.20613683594678434,0.8576051779935274,0.042239111370944174,0.31498470948012225,0.2760217113665389
0.0939860917277623,0.9223300970873786,0.0684887459807074,0.45565749235474007,0.3949553001277139
0.08199308903203788,0.8122977346278317,0.03031277404267758,0.2629969418960244,0.6578863346104724
0.007584962550354381,0.656957928802589,0.20879859690149077,0.6727828746177369,0.5402298850574714
0.24367563568264433,0.3851132686084142,0.5832212803273896,0.82262996941896,0.8877713920817369
0.18971556755461022,0.38834951456310673,0.5036831335866705,0.4969418960244647,0.7143997445721584
0.0499239732580887,0.744336569579288,0.2335574393452207,0.4571865443425076,0.6020114942528736
0.15267099160811032,0.9255663430420712,0.06679333528208126,0.2155963302752293,0.38809067688378035
0.032458708388436217,0.5857605177993528,0.13086816720257236,0.6055045871559632,0.49904214559386967
0.2351409618068464,0.21035598705501618,0.4387605963168665,0.7293577981651376,0.8267879948914432
0.1329866168556924,0.9579288025889967,0.23802981584332067,0.9541284403669723,0.6585249042145593
0.0,0.8673139158576051,0.03691902952353113,0.565749235474006,0.5670498084291189
0.11179740015967139,0.7896440129449838,0.48292896813797137,0.5810397553516818,0.5874840357598978
0.422797814573976,0.8090614886731391,0.1240865244080678,0.006116207951070318,0.0
0.05905632377945845,0.6699029126213591,0.27056416252557736,0.3195718654434251,0.6491060025542783
0.05532735682899925,0.5339805825242718,0.577491961414791,0.20795107033639137,0.5175606641123882
0.060141694577237906,0.9029126213592232,0.266501023092663,0.5749235474006115,0.6918901660280972
0.09542424793815822,0.4142394822006472,0.5255480853551593,0.7905198776758409,0.543742017879949
0.12901866178460203,0.5631067961165048,0.5984215141771412,0.7431192660550459,0.7752234993614304
0.2683644956638856,1.0,0.5542239111370945,0.9923547400611621,0.7916666666666667
0.05701794881170762,0.5436893203883495,0.6851213095586086,0.7400611620795106,0.5212324393358876
0.08329183386165352,0.7216828478964401,0.2548085355159311,0.6422018348623851,0.5994572158365261
0.0685718551743892,0.8122977346278317,0.11128325051154632,0.82262996941896,0.7824074074074074
0.10274376804175024,1.0,0.3467991815258697,0.8685015290519875,0.6042464878671776
0.15064036151553745,0.7928802588996763,0.06074247296112248,0.2329255861365952,0.3914431673052364
0.05002096128080963,0.5307443365695793,0.25624086524408074,0.665137614678899,0.44859514687100893
0.4886462669193782,0.8932038834951456,0.9999999999999999,0.8883792048929664,0.7669220945083015
0.10062504951641509,0.4466019417475728,0.2602747734580532,0.7599388379204892,0.5545977011494254
0.11539464074952109,0.4401294498381877,0.2746273019584917,0.8700305810397553,0.6768837803320562
0.057564736999274765,0.8932038834951456,0.04264834843612979,0.25688073394495414,0.2654853128991061
0.08834947314534361,0.7411003236245954,0.13230049693072202,0.09174311926605505,0.6380906768837802
0.10322153796461632,0.4207119741100323,0.5732534346682256,0.8532110091743117,0.9406130268199233
0.13936963595254626,0.5501618122977345,0.7153171587255188,0.6743119266055044,0.8524904214559388
0.002657584086490708,0.9158576051779934,0.06354866997953815,0.5902140672782874,0.7583014048531289
0.09385646029240587,0.977346278317152,0.2164182013056611,0.5382262996941896,0.3659003831417625
0.08931847129876225,0.7766990291262135,0.04665302543116048,0.3414882772680937,0.2994891443167305
0.15503491161192945,0.3268608414239482,0.5135340543700672,0.4999999999999999,0.7115261813537677
0.36045207725170186,0.38187702265372164,0.7078631978953522,0.8287461773700304,0.7605363984674329
0.030092649021555645,0.7605177993527508,0.0,0.19266055045871555,0.2115261813537676
0.08748420553324354,0.5782092772384033,0.6522654194679918,0.9724770642201834,1.0
0.05407421063216464,0.6472491909385113,0.08927214264834844,0.37054026503567783,0.60727969348659
0.05741123611255006,0.86084142394822,0.04448991522946506,0.41590214067278286,0.2918263090676884
0.05711426458728196,0.9288025889967636,0.6874598070739549,0.6636085626911314,0.8540868454661559
0.06286299341203143,0.8640776699029125,0.09032446653025432,0.4862385321100917,0.4838761174968072
0.0930135385496718,0.8058252427184466,0.3544869921075709,0.1498470948012232,0.4825989782886336
0.008491521048503016,0.750809061488673,0.027974276527331195,0.5443425076452598,0.5317688378033205
0.020136631025005028,0.7713052858683925,0.13878982753580824,0.6039755351681956,0.7560664112388249
0.3641429546521053,0.6828478964401294,0.0016077170418006426,0.24770642201834858,0.4145913154533844
0.03746145337534358,0.8349514563106796,0.06644256065477931,0.4067278287461773,0.41810344827586204
0.03203919577566401,0.43042071197411,0.23750365390236775,0.5152905198776757,0.5089399744572158
0.3997612547002504,0.9902912621359223,0.9071031862028647,0.9969418960244647,0.7466475095785439
0.2302767279115968,0.38187702265372164,0.38710903244665307,0.49541284403669716,0.7832056194125159
0.31698762034081235,0.22330097087378636,0.8088278281204326,0.4816513761467889,0.7024265644955299
0.10389819882135697,0.44336569579288027,0.4412160187079801,0.4388379204892966,0.7137611749680715
0.029099654451601897,0.6375404530744335,0.22961122478807366,0.8073394495412842,0.6060025542784164
0.05278008007947005,0.7055016181229773,0.2358374744226834,0.0,0.23674968071519792
0.047565722248969544,0.7766990291262135,0.4722011107863199,0.6100917431192661,0.5980204342273308
0.07333419161786124,0.7119741100323624,0.023326512715580245,0.2599388379204892,0.02314814814814814
0.07027141089787736,0.831715210355987,0.055568547208418584,0.5366972477064219,0.4881864623243934
0.06773959850567078,0.7961165048543689,0.06796258403975446,0.3058103975535167,0.3342911877394636
