average_monthly_cost_$,average_yearly_temperature,internet_speed_mbps,safety_index,Healthcare Index
0.11170750882153978,0.5469255663430421,0.0019000292312189426,0.08562691131498468,0.006066411238825009
0.04442177451160491,0.6796116504854368,0.22852966968722596,0.5504587155963302,0.38872924648786716
0.019607052965804728,0.6990291262135923,0.03890675241157557,0.42966360856269104,0.48802681992337166
0.15694494384076735,0.3203883495145631,0.32207931404072887,1.0,0.8253512132822478
0.07820241701048833,0.8381877022653722,0.0575270388775212,0.22018348623853212,0.20306513409961685
0.04210818803439639,0.44983818770226536,0.26351943876059636,0.26452599388379205,0.7046615581098339
0.17066632335285548,0.5566343042071197,0.16805027769657996,0.8960244648318043,0.5461366538952745
0.25041136714060225,0.3624595469255663,0.2258403975445776,0.5107033639143731,0.7900702426564494
0.19652417619921136,0.43365695792880254,0.28418591055247006,0.782874617737003,0.8615900383141761
0.02795899939259866,0.576051779935275,0.19318912598655363,0.7477064220183485,0.39032567049808436
0.28239820948643096,0.7799352750809061,0.19497223034200528,0.363914373088685,0.25000000000000006
0.19457513392285802,0.9223300970873786,0.2502776965799474,0.8593272171253821,0.6823116219667942
0.0057486653421660525,0.9288025889967636,0.14583455130078923,0.2920489296636085,0.2927841634738187
0.14549827225800943,0.8543689320388349,0.2751534638994446,0.547400611620795,0.7666028097062578
0.04841600797138104,0.35275080906148865,0.21791873721134172,0.47247706422018343,0.3933588761174968
0.18177726275869338,0.38187702265372164,0.3316574101140018,0.4785932721712538,0.828544061302682
0.07756365525605319,0.7055016181229773,0.1301373867290266,0.4281345565749234,0.3753192848020434
0.05686255614399678,0.5436893203883495,0.12940660625548087,0.24006116207951067,0.35312899106002554
0.04537751991998824,0.47572815533980584,0.0887459807073955,0.5963302752293577,0.5070242656449553
0.06194732062869089,0.8446601941747572,0.036159017831043555,0.4281345565749234,0.5948275862068966
0.05187418809510068,0.7961165048543689,0.5402806197018416,0.24770642201834858,0.5643358876117497
0.12647178021415467,0.8705501618122977,0.21841566793335282,0.7859327217125383,0.8223180076628354
0.05334027261452767,0.5372168284789643,0.24603916983338206,0.6819571865443423,0.5474137931034482
0.08322680955834406,0.948220064724919,0.12943583747442267,0.4495412844036697,0.4286398467432951
0.03896408612504343,0.8058252427184466,0.0166325635779012,0.23241590214067276,0.3459450830140485
0.23318364457574337,0.1553398058252427,0.6858520900321544,0.5351681957186543,0.7177522349936141
0.0846518781333849,0.31715210355987056,0.8076585793627593,0.308868501529052,0.6331417624521074
0.06704802559008333,0.46601941747572817,0.7057585501315404,0.86697247706422,0.7131226053639848
0.02821723160489828,0.39805825242718446,0.47635194387605967,0.3027522935779816,0.7116858237547892
0.4738720922437487,0.9093851132686084,0.10295235311312483,0.2737003058103975,0.7129629629629628
0.4738720922437487,0.9093851132686084,0.10295235311312483,0.24770642201834858,0.029214559386973205
0.4738720922437487,0.9093851132686084,0.10295235311312483,0.2737003058103975,0.7129629629629628
0.4738720922437487,0.9093851132686084,0.10295235311312483,0.24770642201834858,0.029214559386973205
0.08564321061388165,0.5663430420711973,0.33896521484945924,0.4067278287461773,0.6454342273307792
0.09267369186421275,0.49190938511326854,0.2632855890090617,0.8440366972477062,0.6513409961685823
0.11714517298750053,0.7281553398058251,0.0,0.7079510703363912,0.565772669220945
0.16899800106041307,0.802588996763754,0.27474422683425903,0.72782874617737,0.5311302681992338
0.13080522832399882,0.37540453074433655,0.2248757673194972,0.8287461773700304,0.8239144316730522
0.222071027869362,0.3495145631067961,0.735223618824905,0.8363914373088683,0.8722860791826308
0.08820701822813506,0.8381877022653722,0.2616194095293774,0.6248725790010192,0.20290549169859512
0.09085525767834544,0.7605177993527508,0.12312189418298744,0.308868501529052,0.549169859514687
0.06763881355622323,0.31067961165048547,0.3133878982753581,0.27828746177370023,0.8226372924648786
0.006129560842723682,0.86084142394822,0.23762057877813503,0.5107033639143731,0.37452107279693486
0.057505952127022045,0.6925566343042071,0.22627886582870507,0.337920489296636,0.4439655172413794
0.08873370148153112,0.313915857605178,0.2607132417421807,0.8715596330275228,0.8312579821200512
0.1203027966871233,0.6407766990291262,0.019263373282665888,0.45871559633027514,0.47254150702426573
0.15981599561651605,0.3042071197411003,0.4190879859690149,0.8241590214067278,0.8574393358876116
0.16636273159032428,0.4174757281553398,0.8404560070154925,0.38685015290519875,0.8607918263090677
0.1862083833576091,0.8673139158576051,0.11578485822858814,0.24770642201834858,0.12164750957854403
0.11945797046688646,0.5533980582524272,0.11248173048816136,0.8318042813455657,0.5185185185185186
0.1742665847846629,0.4110032362459547,0.27214264834843616,0.6314984709480121,0.7680395913154534
0.04599122721483115,0.8899676375404529,0.14033908213972524,0.5397553516819571,0.5351213282247766
0.10995571600083233,0.7216828478964401,0.18205203156971647,0.5244648318042813,0.5482120051085568
0.0750011172934683,0.5145631067961165,0.17795966091786028,0.35168195718654427,0.6939655172413792
0.07936186291418576,0.7766990291262135,0.263227126571178,0.22018348623853212,0.22014687100893998
0.2385784675202789,0.7119741100323624,0.12265419467991814,0.027522935779816515,0.14144316730523626
0.07241991545135609,0.5663430420711973,0.1872551885413622,0.1330275229357798,0.2230204342273308
0.41495898517249996,0.8306364617044227,0.9039754457760889,0.9051987767584098,0.673690932311622
0.06359091645488876,0.482200647249191,0.6199064600993862,0.7186544342507644,0.4822796934865901
0.2564297699797465,0.1488673139158576,0.854486992107571,0.8409785932721712,0.6987547892720305
0.007967606707528219,0.9385113268608414,0.17079801227711194,0.5565749235474006,0.6636334610472543
0.03499844023292521,0.8349514563106796,0.08520900321543409,0.5305810397553516,0.5903575989782888
0.20200365097127182,0.5825242718446602,0.03931598947676118,0.46177370030581033,0.45913154533844186
0.06000922909797851,0.9579288025889967,0.08748903829289681,0.5749235474006115,0.3518518518518518
0.26753528615917166,0.3365695792880259,0.42426191172171884,0.5061162079510703,0.43933588761174974
0.24170683844545882,0.7378640776699028,0.661853259280912,0.7477064220183485,0.7899106002554279
0.14571263538322754,0.6407766990291262,0.26126863490207547,0.5168195718654434,0.6588441890166028
0.11796181294069609,0.6526429341963321,0.1657410114001754,0.37155963302752293,0.32854406130268193
0.08164990218603546,0.8446601941747572,0.23934522069570302,0.20336391437308865,0.44157088122605376
0.1490131759371553,0.5663430420711973,0.6251973107278573,0.8837920489296633,0.8931992337164751
0.05947073808406515,0.7184466019417475,0.4827535808243204,0.6223241590214066,0.6604406130268199
0.037443932182317896,0.19417475728155337,0.22449576147325345,0.5428134556574923,0.5873243933588761
0.031649521290534915,0.7313915857605178,0.034200526161940956,0.3776758409785932,0.6015325670498084
0.049001952216405534,0.5426105717367853,0.23221280327389654,0.6100917431192661,0.7121647509578544
0.1723437871373113,0.9870550161812297,0.5562700964630225,0.7324159021406726,0.5439016602809705
0.04094398093694199,0.4455231930960087,0.21262788658287052,0.4036697247706422,0.5389527458492975
0.10672920462925155,0.7702265372168284,0.10423852674656534,0.24770642201834858,0.1689016602809706
0.09717012418209038,0.35598705501618116,0.27144109909383224,0.6666666666666665,0.6152618135376755
0.15562095108082907,0.7346278317152103,0.03361590178310436,0.518348623853211,0.6358556832694764
0.01910546437763707,0.8349514563106796,0.02034492838351359,0.37155963302752293,0.3446679438058749
